Sample,Treatment,total,herb,herb.18,notree,notree.18,tree,perveg.richness,perveg.shannon,TN_perc,TN_ppt,TN_log,TC_perc,TC_ppt,TC_log,OM_perc,OM_log,barc.richness,barc.NMDS1,barc.NMDS2,fungi.richness,fungi.NMDS1,fungi.NMDS2,chemoheterotrophy_perc,chemoheterotrophy_log,n.cycler_perc,n.cycler_log,saprotroph,dElev_corrected
1,Treated,31.125,27.375,36,27.375,36,12.3611111111111,5,0.633552590490464,1.1,11,0.0953101798043247,6.8,68,1.91692261218206,1.07256778309401,0.0700555708429885,1605,-0.355736327450174,0.747645950007928,241,-0.81954046033684,-0.5282788135508,15.7229095787236,2.75511885757951,5.00957629926541,1.61135134051554,30.1443165234312,0.5356969999998
2,Treated,82.625,14.5,20.25,15.125,20.375,8.95833333333333,3,0.065449516177756,1.3,13,0.262364264467491,6.4,64,1.85629799036563,1.0139846209012,0.0138877382898765,1844,0.0542330272868297,-0.031610678448325,211,-0.391226457401906,-0.431999037597847,19.1667164599534,2.95317525704243,3.64657578680506,1.29378858666374,25.3388126256886,0.366559428571463
3,Treated,2.25,2.125,9.5,2.25,9.5,4.30555555555556,4,1.14370838942625,2.2,22,0.78845736036427,18.1,181,2.89591193827178,1.49758744268918,0.403855441749557,1973,-0.379994453389513,-0.326620582350225,443,0.0601135469875688,0.0901882083699897,17.3473101265823,2.8534374584417,5.37737341772152,1.68220004263984,18.0198828022507,0.175763857142783
4,Treated,24,23.375,31.875,24,31.875,13.75,5,1.21004283655708,1.5,15,0.405465108108164,9.5,95,2.2512917986065,1.19402985074631,0.177334015282954,1730,-0.078280945070526,-0.249607540813309,288,-0.0181890377562863,-0.12569010766839,18.9230005982519,2.94037814503698,5.35508441188916,1.67804646696673,19.2843438723751,0.200892714285828
5,Treated,7.375,7.375,13.625,7.375,13.625,1.66666666666667,5,0.789115548837965,2.1,21,0.741937344729377,19.3,193,2.96010509591084,1.40364112847192,0.339069666429229,1775,-0.3257989385182,0.0231634783635465,418,0.144445497593243,0.539861249096636,20.3997020854022,3.01552029708678,7.16898378020523,1.96976391237762,14.8603412672536,0
6,Treated,14.75,13.875,9.125,14.75,19.125,4.44444444444444,6,0.908374332821751,1.8,18,0.587786664902119,12.8,128,2.54944517092557,1.12074178593022,0.113990774943549,1544,-0.187028158065404,-0.116342973579484,488,-0.192468275700812,0.286896626364226,23.5141809729711,3.15760368480834,4.44955265204276,1.49280356349407,26.1328318838309,0.141409571428767
7,Treated,30.25,17.125,13.75,30.25,13.75,22.8055555555556,3,1.00546249694842,2.1,21,0.741937344729377,19.4,194,2.96527306606928,1.33874327373724,0.29173131848129,1938,-0.160915127779213,-0.0835250122435893,373,-0.345387975479048,0.180937812634672,26.0649532048124,3.26059162289187,3.47370764984919,1.24522251052108,24.9901676596117,0.196585428571325
8,Treated,6.25,6.25,2.375,6.25,2.375,0.0277777777777778,4,0.539458926673294,1.2,12,0.182321556793955,6.8,68,1.91692261218206,1.12902570767166,0.121355055210903,1215,0.462118566278511,-0.0839745076861327,354,0.0619476716824734,-0.773413339981209,16.930405358533,2.82911113906768,2.26226905200521,0.816368314920002,15.3540369300066,0.190255142857268
9,Treated,29.125,19,20.375,29.125,38.625,1.73611111111111,6,1.10820471026077,1.1,11,0.0953101798043247,8.1,81,2.09186406167839,1.11507229154288,0.108919238274825,1485,0.253660763048305,0.0896383195056908,302,-0.0265975298883204,-0.0529550863936893,16.852853963265,2.82452001713058,2.76116590461427,1.01565301973903,18.6233565351895,0.125610428571463
10,Treated,19.5,18.125,7,19.5,7.75,5.58333333333333,10,1.7031916739424,1.4,14,0.336472236621213,8,80,2.07944154167984,1.14322006986346,0.133848903343189,1665,0.0248570942844624,-0.0703117100956116,244,0.0893146564978391,0.753593950108475,23.6928904475672,3.16517502202244,5.48203551967386,1.7014764771872,34.2293810267737,NA
11,Treated,19.375,8.5,12.375,9.25,12.625,54.9027777777778,5,0.841170101366177,1.3,13,0.262364264467491,7.5,75,2.01490302054226,0.964044771542472,-0.0366175419412691,1356,0.41091794672862,-0.11403230491544,189,0.981363072237279,0.0648046630357766,21.0342372661964,3.04615145616146,2.07106336159472,0.728062176631446,6.56661768602606,0
12,Treated,33,19.75,30,23.625,31.875,14.7916666666667,7,1.42844425120269,1.4,14,0.336472236621213,15.1,151,2.71469474382088,1.10881224514391,0.103289392992729,1619,0.0614015303090769,0.179363978142028,376,0.186593791388851,0.299731936806999,19.2281277875575,2.95637419591963,4.02908137891837,1.3935384042972,15.9445455818513,NA
13,Treated,21.875,16.875,18.625,21.875,26.25,0.138888888888889,6,1.75724530546323,1.3,13,0.262364264467491,5.5,55,1.70474809223843,0.967090652129991,-0.0334630421833087,1488,0.220273308136741,0.463578717918131,254,-0.951607083638674,0.011114324199957,17.8386129766812,2.88136537618546,4.48865765428184,1.50155369364408,43.7858811418617,0.138601999999992
14,Treated,65.375,24.75,29.875,25.375,39.25,12.3611111111111,6,0.759284720030114,1.4,14,0.336472236621213,10.4,104,2.34180580614733,0.943493610256697,-0.0581656865794037,1268,0.14627020585357,-0.173110566640949,387,-0.0282013125264959,0.323603639272291,24.0364192094493,3.17957014721863,3.99549292856033,1.38516695797981,22.0981135481542,NA
15,Treated,52.5,47.5,17.375,48.75,17.75,6.80555555555556,11,1.64391574678637,1.6,16,0.470003629245736,9.9,99,2.29253475714054,0.884973470817971,-0.12219761090038,1858,0.166835460678668,-0.0352967264240686,429,-0.0410032067384494,0.295319745090124,21.5003241620956,3.06806801232673,3.31665173335664,1.19895575998672,26.2062321516635,0.157017428571635
16,Control,47.875,10.875,6.125,31,48.125,44,8,1.19330248869977,1,10,0,5.3,53,1.66770682055808,0.813402937962968,-0.206528673562047,1373,0.0514006450106475,-0.124455825578497,268,-0.0282357383167849,-0.822478293503918,19.9783477681546,2.99464907551449,3.01361592271819,1.10314066100205,18.5648593733291,0
17,Control,36.4375,8.6875,8.0625,26.9375,8.6875,31.625,9,1.52358818235853,1.8,18,0.587786664902119,14.1,141,2.64617479738412,1.58477025814817,0.460439449282748,1776,-0.189283418336692,-0.331808806240985,391,1.10583429750863,0.736966294484697,20.2153165916769,3.00644056419577,4.5678877800439,1.51905090551164,4.58393272103574,0
18,Control,129.5,67,44.5625,71.375,45.1875,48.2638888888889,11,1.48975124654174,1.1,11,0.0953101798043247,6.9,69,1.93152141160321,1.40557788234346,0.340448522382387,1377,0.27360827433162,-0.281652018716865,325,0.184282222352048,-0.0592444995814329,21.8429844097996,3.08387979034146,2.70442252624881,0.994888405680841,16.8534848668595,0
19,Control,113.75,17.375,19.25,21.25,20.625,58.7083333333333,8,0.869868013195642,1.7,17,0.53062825106217,12.5,125,2.52572864430826,1.4157066363784,0.347628796108396,2020,-0.266045458908157,-0.0557907350756406,428,-0.0276462504446674,0.213847610880514,21.1346746420156,3.0509150396261,5.14772521297807,1.63855491087687,25.5038953848587,0
20,Control,36.875,28.75,33.25,36.875,60.25,0,5,1.4415106860177,1.8,18,0.587786664902119,15.2,152,2.72129542785223,1.53855375946607,0.430842857948848,2053,-0.330237373224479,-0.0912892114467087,389,-0.415252274047606,0.686582833926052,23.6439095521817,3.16310555755224,5.4778070296984,1.70070484380538,16.863306835205,0
21,Control,79.25,62.25,34.25,79.25,35.125,0,7,1.37865022633255,1.5,15,0.405465108108164,8.4,84,2.12823170584927,1.38704042588597,0.327172287184784,1961,-0.169427457357885,-0.224869495054139,451,-0.0260306499132701,-0.198481847029554,18.4109063957536,2.91294322791428,6.05062400335397,1.80016140777432,25.857716985123,0
22,Control,96.375,10.125,14,47,17.75,63.8194444444444,5,1.20685987919237,1,10,0,4.8,48,1.56861591791385,1.26219856440042,0.23285509278851,1263,0.220346157850124,-0.143390256881728,228,-0.223853118227408,-0.785194888258378,18.691265647718,2.92805633708365,2.10291145076067,0.743322789681278,15.0570811477939,0
23,Control,33,29.25,22.3125,33,22.3125,0,3,0.555870904111586,1.8,18,0.587786664902119,18.1,181,2.89591193827178,1.4547500401865,0.374834092178976,1561,-1.00439887866928,-0.683415523538118,326,-0.943952231398161,0.206121899822853,28.6626619035265,3.35559529678653,6.45019657932025,1.86411060775725,11.1270142484963,0
24,Control,20.25,20.25,19.75,20.25,19.875,12.3611111111111,3,0.345596207246175,1.9,19,0.641853886172395,14.1,141,2.64617479738412,1.4433231635766,0.366948207300632,1711,-0.523359601318664,0.107015357053514,383,-0.642593349803689,-0.300787604723249,20.1332199321182,3.00237118374611,14.0198876056181,2.64047686485663,13.8487828189941,0
25,Control,72.5,38.125,1.625,38.125,1.625,47.3611111111111,5,1.26236402841407,1.5,15,0.405465108108164,11.7,117,2.45958884180371,1.18503160761841,0.169769447327075,2065,0.00709500126511241,-0.190397943416565,226,-0.339426561631621,-0.684043101525958,18.8350051810098,2.93571711621749,4.59943470028808,1.52593340470158,19.2512792889846,0
26,Control,55,41.875,12.375,45.625,12.375,36.1805555555556,5,1.49641593494014,1.3,13,0.262364264467491,6.9,69,1.93152141160321,1.0571035363106,0.0555326550811772,1807,-0.67901015886426,0.540387195729539,54,0.80667901079394,-1.03489775978221,15.4759230472014,2.73928546443003,4.3050076827,1.4597789224774,4.68830741767276,0
27,Control,87.25,28.5,15.375,62.875,15.375,40.4166666666667,7,1.44480233286115,2.5,25,0.916290731874155,24.1,241,3.18221184049661,1.35599654147063,0.304536638977069,1852,-0.0289911235155856,-0.450326610779682,464,0.134433274902906,-0.146295813999335,14.2954906841466,2.6599441507638,6.94143458103819,1.9375084651219,25.4699868073879,0
28,Control,55.5,51.5,20.25,55.375,21,23.4722222222222,8,1.38485410685445,2.1,21,0.741937344729377,15.7,157,2.75366071235426,1.35857461024492,0.306436069425049,1815,-0.253114583659586,0.0914343387824427,332,0.175769232336981,0.106733366602758,17.9977387942667,2.89024612746425,7.98278565957912,2.07728743069518,21.8458023596808,0
29,Control,75,46.875,22.375,75,31.875,4.16666666666667,9,1.62438279597005,1.1,11,0.0953101798043247,7.2,72,1.97408102602201,0.962097372271447,-0.0386396148612971,1654,0.0830241655331335,-0.333704706854744,383,0.193303852981202,-0.00759976848970878,20.9424309797742,3.04177729133903,6.29726365474417,1.84011519852752,16.9570498397085,0.108276199999864
30,Control,76.75,37.375,13.25,48.625,23.25,15.4166666666667,7,1.5634012540792,2.5,25,0.916290731874155,20.5,205,3.02042488614436,1.218294387857,0.197451837831457,2118,-0.473875131929493,0.0105048794099832,483,-0.407059727617042,-0.0477179510833316,20.9656015258035,3.04288307211684,6.79266478615913,1.91584332204016,32.037776566515,0
31,Control,102.875,54,28.375,77.875,37.75,30.625,9,1.73724345501681,3.9,39,1.3609765531356,40.7,407,3.70622809244855,1.54031091461043,0.431984288652142,1886,-0.348313613976911,-0.159884044682627,614,-0.312602772042668,0.345356236678863,29.0329853519895,3.36843260953836,5.89609750765194,1.77429069268311,22.2595332953899,0
32,Control,80.375,49.125,11,71,11,24.4444444444444,9,1.83521342994655,6.6,66,1.88706964903238,73,730,4.29045944114839,2.26967446270541,0.81963641270951,1859,-0.513202759865327,-0.104349517126897,457,-0.808471102771979,0.742995438584237,27.1677251401762,3.30202969303477,7.35424533699508,1.99527774334996,33.6606527026536,0
33,Treated,85.5,3.5,7.5,33.5,37.5,57.8472222222222,6,0.838931707576627,2,20,0.693147180559945,18.2,182,2.90142159408275,1.62954372775619,0.488300054011334,1576,0.321029044169558,-0.275070152135703,606,0.0586307627218457,-0.0460297622891676,18.0777530626473,2.8946820697325,4.53902592875403,1.51271243589556,18.1477386405518,0
34,Treated,73.25,23.125,15.375,55.75,89.75,4.19444444444444,12,1.86529934695147,1.2,12,0.182321556793955,8,80,2.07944154167984,1.29060526997148,0.255111309861245,993,0.428125052555799,-0.0139338038069361,454,0.41565036776312,-0.0144856060621253,16.2079238378965,2.78550024845139,2.11453459190778,0.748834737176011,15.6056321937566,NA
35,Treated,68.75,10,29.875,68.75,77.375,0,4,0.293992247305323,1.2,12,0.182321556793955,5.5,55,1.70474809223843,1.19689283449591,0.179728894160164,1645,0.203949258158906,0.171043200668721,268,-0.202526444171316,-0.275831975290789,17.7067696567806,2.8739470329429,4.11571813743351,1.41481333589749,16.8833333333333,0
36,Treated,69,22.75,13.75,60.875,70,0,7,1.1501516687742,1.1,11,0.0953101798043247,7.6,76,2.02814824729229,1.18364708733953,0.168600423905285,1214,0.467813217761266,-0.197750426206355,512,0.0563978403143678,-0.0842630115121126,21.2522797261339,3.05646417084604,0.972434000059796,-0.0279530720549753,16.9280929353261,NA
37,Treated,40.875,30.75,23.3125,40.75,58.9375,1.66666666666667,9,1.11687948831206,1.7,17,0.53062825106217,12.9,129,2.55722731136763,1.26193724420189,0.232648035625759,2181,-0.0746229789136879,0.255900096797037,448,-0.2841365485131,0.0565248038393946,19.6446148600398,2.97780324783172,7.02149423882345,1.94897604992066,17.5237287501403,NA
38,Treated,114.125,8.375,6.375,41,35.125,52.7083333333333,8,0.78211590385291,2,20,0.693147180559945,17.1,171,2.83907846350861,1.45086832270831,0.372162220444531,1751,0.0170830804638532,0.12157844915461,691,0.116662431207162,-0.166160755248981,19.0210407966592,2.9455457767904,6.438323160938,1.8622681274755,17.5335888083476,0
39,Treated,40.125,30,54.625,40,67.75,21.8333333333333,8,1.09777928203329,1.2,12,0.182321556793955,5.6,56,1.7227665977411,1.106318396038,0.101037742355801,1605,0.184823675785448,0.0299504267719708,393,-0.0807172654213553,-0.108202389659054,20.3004793168728,3.0106444974376,3.65972529906956,1.29738808969749,23.1133772501148,NA
40,Treated,113.125,7.375,43.125,40,75.125,7.56944444444444,8,0.750033823661461,1,10,0,6,60,1.79175946922805,1.06201098215912,0.0601642637823961,1462,0.184135175167271,0.166882196190951,336,-0.0773058537095962,-0.390846000361284,20.1466208476518,3.0030365744611,4.97594501718213,1.60461530577417,30.4480520410941,0
41,Treated,5.875,5.875,12.25,5.875,60.5,32.6944444444444,3,0.745077478670354,0.8,8,-0.22314355131421,5.9,59,1.77495235091167,1.00852418609434,0.00848806036981301,1590,0.359864064538611,0.183123642397195,276,0.465110922822825,-0.246849175702885,24.4532437036696,3.19676287393817,6.66894687337617,1.89746195741304,19.6544949204524,NA
42,Treated,67.5,32.5,37,67.5,66.375,14.4444444444444,6,0.919994692225167,1.8,18,0.587786664902119,13.3,133,2.58776403522771,1.19149108918933,0.175205538879374,1727,0.0226801191734116,0.0582693708270321,342,0.32963748247083,-0.487377374237936,21.6502391650964,3.07501650127415,4.43470068125815,1.48946012335053,24.2895154618429,0.206461666666655
43,Treated,97.875,43.875,8.25,93.875,37.625,1.18055555555556,6,1.04135253095815,2.4,24,0.8754687373539,24.3,243,3.1904763503465,1.3626855669057,0.309457434175533,1769,-0.254360921821612,0.248169387337944,478,-0.439112899554498,0.517285104433498,23.2838979186049,3.14776204521352,7.4709498531531,2.01102214677104,35.4334079537651,NA
44,Treated,65,44.25,31.875,65,55.625,1,7,1.27741165861984,2.3,23,0.832909122935104,19.3,193,2.96010509591084,1.27811860940695,0.245389160261529,1924,-0.00189379962428862,0.0310065550811787,512,0.101786264866419,0.15769796229293,18.8081795241833,2.93429185628916,3.75555949397001,1.32323727384244,20.0192621851608,NA
45,Treated,72.125,44.625,42.625,71.5,56.375,0.0416666666666667,8,1.08434985128518,3.2,32,1.16315080980568,32.9,329,3.49347265777133,1.50182492670374,0.406680986430931,2288,-0.367943257304014,0.341490141000802,637,-0.263269204863079,0.240558416344461,21.9049111480239,3.08671086501586,9.13529946406745,2.21214597134711,20.0100640439158,NA
46,Treated,65.75,52.875,60.75,61.875,66,18.4722222222222,12,2.17428215118665,2.9,29,1.06471073699243,28.3,283,3.34286180464919,1.39537681188464,0.333164494844898,1813,-0.0773026108278824,0.0440426970697898,574,-0.15530249420305,0.151150120339051,20.7753908318466,3.03376915316848,5.55514822689836,1.71472510624565,25.5281064181941,0
47,Treated,82.25,39.125,46,66.625,50.375,55.4861111111111,9,1.89425354311204,2,20,0.693147180559945,16.8,168,2.82137888640921,1.17470181417256,0.161014340217469,2066,-0.157764620933743,0.0896912326804311,567,-0.139527431298572,0.420629392421756,19.1082404417127,2.9501196787494,5.57974789040525,1.71914359444157,25.2011513050304,0.15327933333333
48,Treated,51.5,22.75,54.375,44,67.5,13.3333333333333,8,1.53492776695634,1.5,15,0.405465108108164,9.5,95,2.2512917986065,1.06119633146665,0.0593968863085016,1876,0.147365287622854,0.0951379211482242,448,0.141397956224833,0.252459256170007,18.2844641807614,2.90605174741269,3.76608110755567,1.32603496679425,19.2308118592408,NA
49,Control,34.75,22.25,16.875,34.75,21.875,4.90277777777778,6,0.901235352054727,1.8,18,0.587786664902119,15,150,2.70805020110221,1.18588971827582,0.17049330997533,2406,0.0163739785405012,0.150586988494373,533,0.0519805079900304,0.0632942308805197,18.1768048399392,2.90014632192477,5.71201496531701,1.74257184501232,33.8849065451866,0
50,Control,37.625,26.875,38.25,37.625,43.25,9.02777777777778,8,1.32032744951423,1,10,0,5.2,52,1.64865862558738,0.980172852059,-0.0200263432185409,1640,0.233859696177218,0.0533393329125034,284,0.543238084387821,0.301215281269149,16.8284599626832,2.82307149853058,3.72255059302462,1.31440907662527,22.9709017166572,0
51,Control,63.625,10.375,29.125,11.125,29.375,44.6805555555556,11,0.759799892000882,1,10,0,8.3,83,2.11625551480255,0.991738875759877,-0.00829543642915244,1469,0.316943245501718,-0.0616447937797366,486,0.166027707591562,-0.0621240585580163,23.0252172796164,3.13659001877943,2.08288735710922,0.733755083576675,15.7182447462935,0
52,Control,35.125,6.25,19,35.125,27.75,15.9305555555556,6,0.706603393650401,1,10,0,5.8,58,1.75785791755237,0.975054846835171,-0.0252615564021619,1630,0.249309138017947,-0.0133453707664383,516,0.177702720503197,-0.142933199066774,22.8433104104819,3.1286583134481,2.80147307504415,1.03014537707006,18.5743581953517,0
53,Control,67.125,28.25,19.25,32.75,21.25,33.375,10,1.2361364089897,1.6,16,0.470003629245736,12.7,127,2.54160199346455,1.15718996702316,0.145994624036592,1828,0.0534164932706885,-0.00730477375627322,526,0.285363080391705,0.341240802796648,21.1072664359862,3.04961736204897,4.66633712308453,1.5403744219718,25.5631301431818,0.171581800000013
54,Control,88.625,25.875,13.75,54.75,30.625,29.4722222222222,10,1.5042408823429,1.1,11,0.0953101798043247,7.2,72,1.97408102602201,1.03788271925272,0.0371827911277087,1366,0.25722606307696,-0.0248167837718966,437,0.328116084822039,0.152786907059413,19.7086775024425,2.98105902111756,3.47681450798957,1.2461165033109,11.7246175243394,0.115942399999994
55,Control,96.6875,19.1875,25.625,50.4375,38.75,40.5555555555556,9,1.36977756182706,1,10,0,5.1,51,1.62924053973028,0.93732400032193,-0.0647262717515563,1197,0.488489368515839,-0.0818654324263149,477,0.378059990062143,0.09698470328763,16.7671048196832,2.81941892048281,2.18739467475565,0.782711189407316,19.8025704416741,0
56,Control,23.25,14.375,32,19.5,37.125,11.5555555555556,12,2.0683209857199,1.2,12,0.182321556793955,7.4,74,2.00148000021012,0.992595557334362,-0.00743199162527032,1615,0.0332055804150402,0.102834841858065,628,-0.0540696044742114,-0.0127893043241137,19.785734465377,2.98496119648231,4.03402078717678,1.39476359251249,27.2631303600456,0
57,Control,49.375,16.875,23.375,49.375,45.25,4.44444444444444,6,0.610671627847054,1.3,13,0.262364264467491,7.3,73,1.98787434815435,0.849932005439502,-0.162598926298019,1772,0.03057378164739,0.227493455798522,384,-0.284166108739448,-0.24664340115307,18.1183727216023,2.89692649093098,6.0364543627417,1.79781681354334,16.9878359088934,0.12672120000002
58,Control,46.375,14.375,14.25,45.625,40.5,22.5,6,0.976098500305569,0.9,9,-0.105360515657826,5,50,1.6094379124341,0.780154811970414,-0.248262902107284,1508,0.184684641538041,0.139892059795997,345,0.0176123298386635,-0.387292772494507,20.377772422447,3.01444471968362,3.71207525532463,1.3115910882434,15.6207778767931,0
59,Control,36.25,15.625,35.5,36.25,45.625,2.08333333333333,9,1.38240291584206,1.1,11,0.0953101798043247,5.1,51,1.62924053973028,0.803832738644157,-0.21836406795801,1264,0.296345291411854,-0.0161933660054102,390,0.354164080244793,0.199981505093054,19.8682801031541,2.98912449535159,2.93116445149772,1.07539976779645,10.2132010839,0
60,Control,44.75,7.875,3.375,31.625,18.375,10.625,8,1.23823604875384,0.9,9,-0.105360515657826,4.3,43,1.45861502269952,0.675757210088087,-0.391921424125806,1343,0.298728453808439,0.0616690120292764,375,0.279771136494898,-0.0152548082604974,18.2637504121591,2.90491824357121,3.28863697027744,1.190473184185,11.9605627100497,0
61,Control,43.375,8.375,4.125,18.375,10.125,61.5972222222222,8,1.18887398426836,0.8,8,-0.22314355131421,7,70,1.94591014905531,0.667759363807467,-0.403827404166438,1651,0.115414247859598,0.115466025147978,547,0.0652913615553781,-0.182216727662779,18.0412832354824,2.89266264489193,4.99418400567146,1.60827403652752,24.2487264569799,0
62,Control,83.75,11.875,16.125,16.25,17.1875,71.8333333333333,8,0.762688648334641,1.5,15,0.405465108108164,10.5,105,2.35137525716348,0.73533819562407,-0.307424755495918,1924,-0.146578402449054,0.211392953169992,486,0.51279773109336,0.0319139128664747,17.5349412019519,2.86419553040442,6.71113149613322,1.90376756510323,39.9486111919874,0
